cell_name,Camptothecin,Vinblastine,Cisplatin,Cytarabine,Docetaxel,Gefitinib,Navitoclax,Vorinostat,Nilotinib,Olaparib,AZD7762,Afatinib,Staurosporine,PLX-4720,Wee1 Inhibitor,Nutlin-3a (-),PD173074,Alisertib,MK-2206,Palbociclib,Dactolisib,Pictilisib,PD0325901,5-Fluorouracil,Dasatinib,Paclitaxel,Crizotinib,Rapamycin,Sorafenib,Irinotecan,Oxaliplatin,BMS-536924,GSK1904529A,Erlotinib,MK-1775,Gemcitabine,Bortezomib,Tamoxifen,Fulvestrant,EPZ004777,YK-4-279,Talazoparib,Trametinib,Dabrafenib,Temozolomide,Linsitinib,Epirubicin,Cyclophosphamide,Pevonedistat,Sapitinib,Uprosertib,Lapatinib,Luminespib,Alpelisib,Taselisib,EPZ5676,SCH772984,Entinostat,LGK974,AZD4547,Dactinomycin,MG-132,BDP-00009066,Buparlisib,Ulixertinib,Venetoclax,ABT737,Afuresertib,AGI-5198,AZD3759,AZD5363,AZD6738,AZD8186,Osimertinib,Cediranib,Ipatasertib,GDC0810,GNE-317,GSK2578215A,I-BRD9,Telomerase Inhibitor IX,MIRA-1,NVP-ADW742,P22077,Savolitinib,UMI-77,WIKI4,Sepantronium bromide,MIM1,WEHI-539,BPD-00008900,Foretinib,BIBR-1532,Pyridostatin,AMG-319,MK-8776,Vinorelbine,VX-11e,LJI308,AZ6102,GSK591,VE821,AT13148
HDQ-P1,0.4127005948,0.4112733405,0.7090605229,0.5667531346,0.5180305968,0,0.3026633703,0.7397785795,0.3799437458,0.3737702914,0.3950443925,0.4468773533,0.1407458756,0.4809065175,0.3909975642,0.7060283889,0.636484704,0.4785088988,0.5962425627,0.393121162,0.2446107259,0,0.5257057122,0.4680474764,0,0.4650041454,0.3151046685,0.623078507,0.4795623565,0.585456688,0.3857182903,0.05237193472,0.4617074004,0,0.1936800556,0.466579278,0.1605963715,0.3920879479,0.4629694773,0.1441188327,0.273787567,0.5146580659,0.4176618116,0.6897907252,0.3171016813,0.1125594903,0.3737169711,0.2464920479,0.4378729442,0,0.4545259667,0.1972684345,0.2158724369,0.3553057041,0.2375475099,0.2909723429,0.588474062,0.4898086757,0.5911039815,0.6035560373,0.05870027066,0.3800965428,0.2597669094,0.09378578624,0.7613647695,0.6563434381,0.3746887994,0.420542884,0.5076859818,0,0.3977442609,0.1280738527,0.3856984982,0,0.2170150262,0.4717176774,0.5447611613,0.08660512409,0.5391412457,0.4878358533,0.3301103976,0.4857391523,0.04899647328,0,0.292356381,0.3986681232,0.0155189684,0.5450966658,0.2973340053,0.07542348339,0.3548650938,0.06192052868,0.5304409553,0.7113288185,0.6922204683,0.7193434362,0.4775430039,0.2920964599,0,0,0.3530113877,0.4944349386,0.1369309694
MCF7,0.4318027504,0.4572129038,0.5284547033,0.738511271,0.523557785,0.6933914749,0.5126555923,0.4563047378,0.4124272748,0.6730527346,0.5068162778,0.8097319141,0.3860775677,0.8236141727,0.3501087835,0.2780339549,0.9843127446,0.7314070487,0.4859367691,0.2754398801,0.8072532967,0.1088508621,0.8670612403,0.1686151125,0.8222427451,0.3457451921,1,0.1927832212,0.2311371319,0.7706265404,0.6435751173,0.6120033436,0.6698284496,0.7458521558,0.7375842301,0.3627049728,0.2819402489,0.1831758461,0.2069747481,0.6281263993,0.3696085611,0.6028520717,0.8073896803,0.7206924574,0.4505788785,0.2731509758,0.4938131176,0.4366474097,0.3557389702,0.7967398916,0.4851690051,0.4157673732,0.3350046673,0.2874416447,0.3930286081,0.5699100606,0.8644895091,0.6366811651,0.4560659125,0.5941979071,0.3343405814,0.2876028162,0.2745600931,0.2172220132,0.7858385467,0.6621216793,0.7914757188,0.5610812138,0.2842802961,0.712096742,0.6055126258,0.3986671202,0.5708746313,0.6404360906,0.6115251526,0.5307372954,0,0.5475707331,0.5835861871,0.7616788117,0.5274610963,0.6236653703,0.4069595044,0.6073949327,0.1858294793,0.5733920001,0.2673846442,0.1868269766,0.4819930228,0.7680977644,0.762586835,0.1746099967,0.451578931,0.7494417436,0.5871089068,0.7481868778,0.4013178315,0.5941227172,0.4387817584,0.4503705672,0.5118724656,0.6045770421,0.29983254
MDA-MB-157,0.4933984814,0.2007640314,0.6740409946,0.7300991307,0.3620508023,0.5901977888,0.5304714055,0.5544641632,0.9574127273,0.443193103,0.06633292432,0.8279162599,0.2667884697,0.8023305127,0.256203203,0.5768093662,0.6024187937,0.5041707437,0.7853655984,0.3166063867,0.5965140607,0.470317144,0.737670787,0.1262000186,0.6635687265,0.4385812373,0.5413207459,0.8230452898,0.4143164696,0.6257488541,0.7043902338,0.4537300574,0.479659677,0.609183667,0.2301346901,0.172788647,0.1801280017,0.5970709979,0.6618234422,0.5051421059,0.2557915411,0.6532392268,0.6796877456,0.8730657815,0.4045155115,0.5141845323,0.4445028064,0.2600210814,0.2550129278,0.441093222,0.7892899715,0.5671659008,0.3689475304,0.5426435712,0.6755969987,0.4817324439,0.7324209122,0.5291872629,0.1831755189,0.6223964308,0.2690527818,0.3589791502,0.2505249231,0.3714710013,0.1779511063,0.6592985766,0.8329229163,0.5943155042,0.5676395912,0.6359359779,0.593948862,0,0.7375817703,0.6831590617,0.5083573162,0.6884011846,0.3587563224,0.5267264301,0.206933963,0.2536160025,0.4585421674,0.3985520139,0.2221698728,0.6267911677,0.6646394882,0.5597049912,0.3366346305,0.5395137316,0.353542733,0.838055665,0.4319796765,0.1712880816,0.5143005989,0.5549696301,0.4686503223,0.1495067322,0.5092741022,0.6492126733,0.5368946898,0.6683268055,0.618192765,0.1591271822,0.4911445781
MDA-MB-231,0.2982161534,0.2604132019,0.3661246474,0.3667943382,0.7147343474,0.5028999618,0.441729627,0.3553094962,0.3527648354,0.3708864491,0.3236903526,0.595534603,0.02674815532,0.7653640385,0.1041531321,0.6311233883,0.4452344669,0.41884592,0.6342766137,0.108075318,0.3044261814,0.3984681395,0.5089944406,0.2720325062,0.3228184652,0.3788809264,0.2742957588,0.3796105621,0.2538643682,0.4255569653,0.6228505679,0.3985838186,0.5298910461,0.5311268606,0.2112431142,0.3872040675,0.1185383857,0.4711210076,0.6153923035,0.3153136264,0.3089152217,0.4900743474,0.4518595479,0.7074539415,0.1998582779,0.6287230963,0.2480922856,0.3993434947,0.3875075197,0.5541267329,0.6990315088,0.4034465284,0.1775053458,0.5245201304,0.5739614858,0.2961751915,0.46353582,0.3596329811,0.4648832362,0.492760544,0.1537953494,0.2630558541,0.1077826364,0.4371459475,0.5864604204,0.65893065,0.6022600908,0.6374121677,0.2326399128,0.5288354476,0.6857365235,0.3884000081,0.6966097643,0.5560214809,0.3490519823,0.7047117955,0.3543736731,0.2744402691,0.3213536562,0.1871048202,0.1651812393,0.2402224261,0.2347797113,0.5801569762,0.4767245406,0.2653447531,0.417006979,0.2069115504,0.1504330278,0.5930851123,0.3007389242,0.2152051171,0.5511766081,0.314764069,0.4987685904,0.5195976813,0.3754781161,0.3857496608,0.3340925451,0.4326070537,0.1954294699,0.251574772,0.2685129106
MDA-MB-330,0.816270472,0.3196976291,0.7208937277,0.4203547543,0.357631923,0.3847341048,0,0.5981068363,0.4298400298,0.8334702468,0.5631162071,0.2173204032,0.1556612173,0.6620963246,0.300362646,0.7599378992,0.7664023165,0.6885910626,0.459965176,0.3894917573,0.4399557865,0.2654290867,0.782787711,0.6021916278,0.4499315575,0.432659751,0.8397117489,0.6051257289,0.465146139,0.7433533701,0.6254300239,0.2251333825,0.4591141452,0.4027413006,0.4407421018,0.7616278042,0.6263300749,0.4676954918,0.4279686848,0.4237304811,0.2019412121,0.399694957,0.7829186744,0.689466758,0.5751904104,0.453266525,0.3748675923,0.2997620107,0.3927367698,0.2016448545,0.3207420968,0.2593795532,0.2138480562,0.01621282531,0.1840954635,0.2800707601,0.6398665973,0.2481545367,0.4434229695,0.5672772798,0.6421255508,0.7063458663,0.223603206,0.2765305931,0.5193116487,0.5261005141,0.6237844524,0.5074439061,0.2607764121,0.4915372128,0.4891752818,0.2682897198,0.5548312181,0.4540250467,0.2812668804,0.5374625896,0.4121656662,0.3836590263,0.2923027129,0.3902068555,0.415044921,0.2815464057,0.228593992,0.4024757061,0.4155161326,0.3687566618,0.3221723871,0.4934851706,0.2363492823,0.6380471587,0.3317051716,0.1222487948,0.4228172922,0.3763098105,0.4037095776,0.4060261339,0.3575390581,0.4662281997,0.3497725224,0.3570461107,0.3635273576,0.3103173081,0.3812073935
MDA-MB-361,0.4520471405,0,0.5818368386,0.5873365209,0.07829829588,0.3897507777,0.5458999068,0.4111246251,0.7633210539,0.407580596,0.2361084423,0.5263635455,0.2701307986,0.7314677002,0.5290866583,0.6436037475,0.5806928352,0.6221269556,0.3121400827,0.1081094416,0.315477133,0.1116415079,0.6875757537,0.5472838279,0.5072189055,0.4673755114,0.3371095084,0.4898408709,0.3371407262,0.5476989526,0.6083788523,0.5112307044,0.5119097373,0.3798228824,0.2515527578,0.568311731,0.4368905236,0.2508331995,0.1261770428,0.2143735395,0.05374342753,0.6899452426,0.6692152121,0.8006135277,0.1719597147,0.4263386223,0.6514729758,0.3133575851,0.4034572642,0.2462698419,0.3686056716,0.4186599762,0.09502297771,0,0.01930371091,0.229060863,0.7370220979,0.1179053874,0.3188597536,0.5754015982,0.3759596982,0.5385240081,0.2869861497,0.07100579137,0.5883022291,0.5409067095,0.7268180397,0.4064515068,0.4563470491,0.3867582601,0.4220236838,0.109518078,0.4441865122,0.3505381673,0.5017729774,0.3636070366,0.3083379449,0.07022766839,0.3994734473,0.3701863948,0.633143602,0.359419609,0.3447010804,0.1574320181,0.2544833776,0.578109255,0.484306401,0.8683770192,0.5547894282,0.8174582681,0.4409263622,0.1892302294,0.3601812415,0.6080552445,0.5286377853,0.03295369616,0,0.6477881505,0.4436340692,0.3612692393,0.264833823,0,0.3786408769
MDA-MB-415,0.6377726063,0.2412396854,0.5590535526,0.5480091764,0.1261090446,0.3308649393,0.3463754764,0.5778782345,0.4736366149,0.365275019,0.5386837309,0.6679037613,0.2987487967,0.6043273636,0.5226580501,0.4795614145,0.5557244688,0.5741768416,0.09492505754,0.2651671214,0,0.144376467,0.6409595041,0.4603114941,0.4832971173,0.2316486699,0.5201062904,0.1721899042,0.3628473324,0.560612182,0.4419920926,0.6499911785,0.4285398006,0.4764524527,0.5998475495,0.6585010273,0.5103074435,0.3304946804,0.05040451826,0.1577654362,0.1227509966,0.5098000285,0.6070196908,0.7107978175,0.05792525304,0.5968191564,0.4838732909,0.2009193534,0.6038548724,0.5197743278,0.1592869165,0.3668270055,0.3151327664,0.4907972275,0.4243034323,0.2993425385,0.6196666216,0.5297550146,0.3050678504,0.3750961089,0.3154971679,0.4871006613,0.3516181218,0.2969252296,0.6380903817,0.5032237919,0.4739501878,0.1626029626,0.1241588077,0.4876749004,0.1361956389,0.3372198286,0.072781652,0.3804943613,0.20675646,0.0779267041,0.2183528173,0.04832658868,0.2208118102,0.1528250603,0.4838839336,0.09532315155,0.2751857991,0.2658525679,0.4949341734,0.2075419264,0.3702751398,0.5550682816,0.3473828668,0.4271497768,0.5248574011,0.1846994345,0.1355958554,0.06445354459,0.1260635518,0.5742475406,0.3236990375,0.4393368781,0.3646429543,0.306177267,0.2733408015,0.5024481552,0.05650902927
MDA-MB-436,0.3700310857,0.5062488347,0.4731136983,0.7964544374,0.6356561601,0.6607439206,0.6812089038,0.8468348721,0.6498357196,0.5627497461,0.5428538958,0.9005757747,0.3843971204,0.8211461786,0.3110082975,0.8128403022,0.8214232642,0.7119384111,0.781790494,0.438923875,0.8558143801,0.3851340392,0.7779471336,0.3852306353,0.777860489,0.4237739834,0.8768588628,0.6886582703,0.419170695,0.5857051816,0.5770786774,0.6481019393,0.692433798,0.6777779858,0.4132603844,0.3953802996,0.1212168807,0.6062736157,0.2738699706,0.6111078316,0.4850426707,0.5331529984,0.6680110349,0.7679257512,0.2321087846,0.5106277121,0.5417603614,0.505359821,0.6021471078,0.7030015245,0.7476709028,0.6999340783,0.4857916172,0.5885399531,0.5798235461,0.5297414068,0.7201137703,0.689061224,0.2048255532,0.8399377188,0.5052154215,0.2857507426,0.3535612942,0.5857710772,0.3052836343,0.7337718892,0.8670010231,0.594443646,0.275503164,0.5031448688,0.621516014,0.4897721024,0.5914073976,0.5897226048,0.7007069072,0.720490601,0.5640206895,0.6513531855,0.3274313992,0.5371971318,0.3395840156,0.5714394961,0.5827114776,0.6698421969,0.7044842336,0.4454676681,0.4258802768,0.2043529199,0.2571540114,0.7540816541,0.5590311166,0.4923492916,0.5825210541,0.2458002789,0.5890132984,0.5169908888,0.4756136706,0.6134182752,0.5586504329,0.7949213762,0.5079270234,0.6523126762,0.6400941099
MDA-MB-453,0.3240023345,0.2658343632,0.4631575803,0.4254639616,0.4370581455,0.181371944,0.6103686633,0.0522527114,0.4223816817,0.645599503,0.2265186625,0.567378381,0.3385639101,0.6897650121,0.196988227,0.6707751223,0.300045194,0.6403242362,0.09986752158,0.04822103524,0.09421822994,0.1304709504,0.6540990113,0.1684308508,0.6719189748,0.2365892368,0.4714941999,0.08790698502,0.2289342914,0.3888875887,0.3828073191,0.6164646141,0.1346389421,0.5113062173,0.3011240059,0.4499391556,0.2620978552,0.1820342177,0.205218987,0.272285118,0.2869279508,0.6981762566,0.6671810192,0.6436817572,0.466075607,0.3356744677,0.4368825131,0.3996877527,0.5353516067,0.351997569,0.2765013148,0.1939635826,0.0966263927,0.04861760726,0.07891344754,0.1149334134,0.6162063188,0.2671941693,0.00218660866,0.5352984749,0.4464693117,0.4445810986,0.516525411,0.2406720456,0.02842589324,0.6814116164,1,0.3137884258,0.4119440033,0.6326721159,0.3729594032,0.2242414208,0.5430089364,0.3967040527,0.3922421389,0.3663653962,0.5897899589,0.3748626661,0.4215112416,0.2591185644,0.2016092477,0.3439973656,0.4208296835,0.1378535457,0.6144229194,0.2391200974,0.6834356545,0.3283541986,0.4929551733,0.8821434751,0.6723926715,0.3263285251,0.2389196234,0.3404123155,0.5163015921,0.4657776326,0.2632889277,0.3980788166,0.4562208049,0.3703197184,0.257580516,0.3867860692,0.1993757443
MDA-MB-468,0.2585298735,0.1781265138,0,0.667090499,0,0.1497979401,0.5142688491,0.4936792972,0.2590735466,0.1697838293,0.3107644634,0.4855676871,0.1326467197,0.462809499,0.2397485782,0.4924499791,0.7045243576,0,0.539738169,0.3521435653,0.2401646727,0.3206122704,0.6403929177,0.3595801775,0.5624336294,0.134667083,0.0557632521,0.2684047518,0.1471284801,0.3058836725,0.2546043898,0.2850635265,0.1833742185,0.2522061009,0.279227165,0.1736157515,0.04064756544,0.1525814677,0.1735157559,0.2291579582,0.1223252954,0.451057706,0.5642072084,0.6197165716,0.1137909915,0.2812584543,0.3322212354,0.1422883455,0.3422620742,0.2046588343,0.5303956385,0.2519180375,0.2551466087,0.5035148007,0.5132520182,0.3401969559,0.6216478026,0.4002980392,0.02840878769,0.6812948478,0.2211868632,0.2331990976,0.4638931011,0.3135191595,0.02744760695,0.5214768539,0.6740395796,0.4102413222,0.01342476915,0.2171772562,0.4599242574,0.2204079993,0.4576127221,0.2847034477,0.2388059389,0.4812123944,0.4528097294,0.3538841897,0.2282587547,0.3071583423,0.3553443934,0.2954814551,0.4180108203,0.2520430042,0.5058900354,0.1943226729,0.3422230123,0.1807372046,0.1396133814,0.5739999789,0.4924737452,0.1248149466,0.2231326851,0.2989553761,0.4225506714,0.4878707517,0.3628312954,0.4731048207,0.2987577088,0.1170412412,0.1861507352,0.4389051808,0.3073765337
MFM-223,0.905270853,0.3810528961,0.9027489797,0.843277234,0.4574351043,0.8015982004,0.5266970889,0.6192003949,0.5727518336,0.85726533,0.3653712769,0.7538674331,0.2465381084,0.736994203,0.2883049617,0.8579661469,0,0.2219292549,0.3364879018,0.2793376628,0.4508472723,0.3309749157,0.8848944286,0.6864118978,0.7241688223,0.3895486827,0.3438161026,0.9909605113,0.2409796647,0.9510216824,1,0.2318016693,0.5259675363,0.7860271378,0.2386475822,0.7172127312,0.04313682696,0.6054502977,0.5200688565,0.8039976962,0.3912243588,0.8218213853,0.5855337171,0.7595671545,0.5982893293,0.7765762147,0.7843985743,0.6986951786,0.590196153,0.8541748549,0.3235294462,0.5782788371,0.4879336362,0.384910689,0.320514557,0.7599477632,0.6916508317,0.8311110035,0.5311621105,0,0.3976001296,0.1338501079,0.5382127843,0.4622941255,0.7546684945,0.7145987151,0.6854729977,0.2609932461,0.6649614736,0.651797924,0.2695753476,0.3062238228,0.7115613391,0.7304085359,0,0.3154942311,0.6911325467,0.3543657005,0.6176828239,1,0.4316768147,0.8625479645,0.5575902894,0.8928544821,1,0.5847799317,0.4013302666,0.6575429429,0.6029180731,0.6293273422,0.5984674577,0.02685851163,0.7547404157,0.6365103025,0.8710931382,0.6159538741,0.49614049,0.5381819692,0.4151733398,0.295696794,0.3400431885,0.2678715171,0.4993106855
OCUB-M,0.329689119,0.1463082276,0.2704090544,0.5648363512,0.08235549672,0.3736728567,0.4394735985,0.2757835848,0.252491861,0.2437459854,0.3888231606,0.2925760792,0.2615021553,0.550240428,0.2607803478,0.5405606203,0.5562920397,0.4105621821,0.02309280384,0.3172767168,0.0003588276702,0.1322355056,0.6102994244,0.4100372984,0.6577782242,0,0.330435831,0.1904156473,0.02415446425,0.5360614433,0.5879267686,0.6847686862,0.4436830656,0.4622293373,0.2780099216,0.5051253921,0.1237420966,0.2754225707,0.1196098548,0.1134821135,0.2349967832,0.4747526186,0.6827672107,0.5763869418,0.04411950646,0.330369258,0.3348551245,0.08073948734,0.5782234027,0.1546014095,0.02768642149,0.1942393892,0.1359802209,0.02569889641,0.009939026834,0.2574252352,0.6175841921,0.2846951774,0,0.5802765791,0.1669233207,0.1614731156,0.1690118985,0.1352589569,0.6749460424,0.4881896444,0.6077227432,0.04176318789,0.01368661496,0.3069249257,0.07085541747,0.4144319442,0.606323533,0.07052383417,0.4208598522,0.08547974583,0.2277522082,0,0.1119868997,0.1421544494,0.4170424754,0.0868279251,0.5318508667,0.4236830827,0.4075467683,0,0.3354867401,0.521121726,0.08956246947,0.4980681734,0.354990712,0.2360920937,0.3429441897,0.3568740979,0.3661083811,0.4651940038,0.2600895986,0.4774935097,0.141855536,0.4911611493,0.2248969399,0.2587523327,0.2049833879
T47D,0.4584870428,0.5282097613,0.6986998982,0.7543038827,0.4440424805,0.5772393536,0.551265031,0.4645027686,0.3929465206,0.4981582861,0.5886163419,0.6216515104,0.2945881252,0.6361482098,0.4467231412,0.4833570131,0.5025634239,0.6002135528,0.4291263813,0.2191484456,0.3877876697,0.215599801,0.800919232,0.4010651092,0.5228080506,0.3864125121,0.341517098,0.6927131431,0.5954353,0.4919316296,0.5944123964,0.3023736835,0.1216150198,0.4407689598,0.4215899608,0.6793181142,0.2258920204,0.1767799941,0.02106189094,0.3995975766,0.3898266795,0.5791941722,0.6989106894,0.6741641573,0.3638413033,0.3684493545,0.3829728162,0.4194103571,0.5784387068,0.473930212,0.7147498402,0.4598094101,0.442561133,0.2053174899,0.3453667235,0.4049032101,0.6664286845,0.4586503798,0.2650155359,0.5955553957,0.2546504621,0.3687476706,0.3622085429,0.1037364581,0.6780618584,0.556961474,0.7470645077,0.3752017909,0.2547694155,0.431650789,0.4081093071,0.4776696626,0.4331044447,0.3839629168,0.2154496827,0.3180465454,0.1305314271,0.1404796984,0.3756654841,0.6937892499,0.6156408591,0.545111057,0.2356892664,0.1261979117,0.3675951448,0.2888181031,0.1521644387,0.5781366378,0.1505226311,0.6546230352,0.683121913,0.3170344489,0.4225766609,0.5751773469,0.4617522574,0.6777022725,0.4149940235,0.5773219192,0.5070884507,0.4576820045,0.3856163135,0.5432409943,0.5541230411
UACC-812,0.2413601982,0.5245033257,0.3403756328,0.8613995861,0.2123070179,0.5236296938,0.548489371,0.520420017,1,0.5473591684,0.6663976213,0.5632521292,0.3508209647,0.6100272156,0.2628698945,0.3306144722,0.5720644077,0.4105621821,0.3640378092,0.2939316758,0.6152058272,0.1893073184,0.8029105136,0.076208647,0.5632332848,0.2433657476,0.542689087,0.7539941582,0.2896809835,0.4418293993,0.3717113769,0.8834918613,0.7630339999,0.9222214962,0.531216339,0.570668108,0.3746587752,0.4782684841,0.1530390497,0.6492702453,0.4840040948,0.3059106326,0.7424301937,0.7996996219,0.5015355144,0.9974182331,0.4462927018,0.4610811678,0.5647265343,0.1754990289,0.8218919443,0.2334054547,0.2707059853,0.3191039543,0.3525562641,0.5861413966,0.8869694839,0.4265275948,0.3872449886,0.9097865345,0.4703011859,0.351215292,0.3172624052,0.415488829,0.7282543349,0.7344261562,0.9268158159,0.4844197319,0.3270391116,0.738091718,0.5206590209,0.4684540311,0.4695969233,0.1916053588,0.3011370579,0.5507328254,0.6068254286,0.3580365509,0.7729922127,0.7387428843,0.7618748624,0.4306088783,0.4185357121,0.4388958901,0.890442358,0.3360587604,0.4371721126,0.3657037392,0.7900230344,0.9939402718,0.9077272995,0.2898444218,0.68094139,0.8187369889,0.7213903202,0.7668247541,0.4738348331,0.7092902768,0.6337662914,0.4906943648,0.7144514677,0.7016486917,0.3396054966
UACC-893,0.5047792092,0.3196976291,0.3105203378,0.4203547543,0.1560585327,0.3847341048,0.6153530325,0.4408973998,0.3595122532,0.3253550611,0.4619518633,0.07762384117,0.3119046055,0.6165113778,0.5987723223,0.5967646442,0.6143247478,0.8578614004,0.07596111403,0.2399746378,0.4399557865,0.09763616819,0.5863169891,0.5134670542,0.4499315575,0.4874912876,0.8582477004,0.6051257289,0.1274466233,0.4074261111,0.5019922533,0.2251333825,0.5343591516,0.4027413006,0.5433865163,0.7545937598,0.6459491731,0.4289415192,0.250245103,0.371085842,0.2019412121,0.399694957,0.4741831675,0.8273565437,0.3396771737,0.5657626386,0.3748675923,0.2997620107,0.3927367698,0.02632781018,0.2048930839,0.01513633372,0.2270049479,0.05215761383,0,0.3706812981,0.5299665127,0.3698084105,0.09493676935,0.5672772798,0.2930745143,0.8125823504,0.223603206,0.2765305931,0.3508455844,0.6671323392,0.6237844524,0.5074439061,0.2607764121,0.4915372128,0.4891752818,0.2682897198,0.5548312181,0.4540250467,0.2812668804,0.5374625896,0.4121656662,0.3836590263,0.2923027129,0.3902068555,0.415044921,0.2815464057,0.228593992,0.4024757061,0.4155161326,0.3687566618,0.3221723871,0.4934851706,0.2363492823,0.6380471587,0.3317051716,0.3047375788,0.5228024689,0.2373118347,0.5743011222,0.241179673,0.3575390581,0.4662281997,0.3497725224,0.3570461107,0.3635273576,0.3103173081,0.3812073935
ZR-75-30,0.8885553293,0.9607079413,0.9690183549,0.8735379428,0.8637162529,0.8113153527,1,1,0.3404801021,0.7681938544,1,0.2729016766,0.638322012,0.7396329625,1,0.6953161444,0.9332713877,1,0.5937630216,0.5459491988,0.9676992385,0.5168777613,0.9354819853,0.7636034963,0.6928840528,0.8169035969,0.8157267375,0.7641582868,0.287159555,1,0.8204476844,1,0.9351343674,0.9144067115,1,0.7465494291,1,0.5752049254,0.9514348407,0.7001911338,0.7352377473,0.8195926298,0.9341890771,0.9332447675,0.5068505536,0.7301319728,0.8691238982,0.5857686626,0.9057007615,0.1710128834,0.6333483429,0.0991315839,0.6041052594,0.3712406995,0.5261031489,0.5212376023,1,0.795373088,0.2897237557,1,0.7372235399,0.8240319963,0.9748541776,0.731616422,1,0.8692115482,0.8547744525,0.618056262,0.7778316493,0.7653826442,0.6108284639,0.75090426,0.6589257648,0.1437232906,1,0.7472541156,0.7242486416,0.6667128061,0.8196453031,0.8056359008,0.9880668583,0.597259158,0.5882252712,0.8581005317,0.9256121034,0.9584442216,1,1,0.7644916378,1,0.7988401992,0.4517825905,0.7085675078,0.7825867694,0.8028860691,0.8162744212,0.9163943927,0.6360500212,0.7478291442,0.9228928783,0.6772183713,0.8491130446,0.5174522936